smiles,similarity,score-svm,pKi,pIC50,pKd,pEC50,is_active
C=C1C(O)CC(=CC=C2CCCC3(C)C(CCCCCCCC(C)(C)O)CCC23)CC1O,0.981132075471698,0.9414753518152478,8.326015003911884,8.231397965497864,8.687680551209663,8.429075685536679,0.787717
C=C1C(O)CC(=CC=C2CCCC3C(CCCCCCCC(C)(C)O)CCC23)CC1O,0.98,0.8183263788888706,8.361703403427617,8.367879569132096,8.629761725183544,8.4229203951953,0.8163305
CCCc1cc(COc2ccc(CC)c(-c3ccc(C(O)(CC)CC)cc3CCC)c2)ccc1CO,0.9607843137254902,0.9355905099955009,6.110442269377487,5.555151216472402,5.776602071150157,5.780572048241598,0.3306515
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CC)c2)ccc1CC,0.9607843137254902,0.9371483606677469,6.797612803654008,6.546398819228715,6.302948964919976,6.390323377850467,0.74977636
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CC)c(CO)c2)ccc1CC,0.9607843137254902,0.9354663644086532,7.206418214760556,6.768666202644575,6.779937112329679,6.693589663686307,0.8256141
CCCc1ccc(COc2ccc(CC)c(-c3ccc(C(O)(CC)CC)cc3CCC)c2)cc1CO,0.9607843137254902,0.9393197713108021,5.945139405825911,5.634970882345278,5.940496781055069,5.732754483985166,0.34936133
C=C1C(O)CC(=CC=C2CCCCC3C(CCCCC(C)(C)O)CCC23)CC1O,0.96,0.7952657382714956,8.375388444211405,8.367954593345774,8.627919360391376,8.41708013989051,0.8161917
C=C1C(O)CC(=CC=C2CCCCC3(C)C(CCCCC(C)(C)O)CCC23)CC1O,0.9444444444444444,0.9244571681691856,8.342086867797144,8.23818691914692,8.687283323365872,8.421715432129963,0.78820837
C=C1C(O)CC(=CC=C2CCCCCC3C(CCCCC(C)(C)O)CCC23)CC1O,0.9411764705882352,0.7894350391951523,8.369803071117838,8.366378960915785,8.628547192399694,8.41871427441513,0.8158249
CCC(CO)(c1ccc(OCC(O)CO)c(C)c1)c1ccc(OCC(C)(C)O)c(C)c1,0.9285714285714286,0.8891332650370701,7.175753812702146,6.158898272213779,6.922716847308216,6.714781842555805,0.6359039
CCC(=CC=CC(O)(C(O)(F)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9272727272727272,0.9399126379853957,7.480415235099991,6.853888378881719,6.7357717680600375,6.62219412131874,0.8505516
C=C1C(O)CC(=CC=C2CCCCCC3(C)C(CCCCC(C)(C)O)CCC23)CC1O,0.9272727272727272,0.9202363539913452,8.340116479228255,8.238692308405243,8.687981322612323,8.424697335014795,0.78802246
CCC(=CC=CC(O)(C(F)(F)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CC)c2)c1,0.9272727272727272,0.9198458162497847,7.4768992551973215,7.04669201098,6.368932870121497,6.501573377934779,0.849716
CCC(O)(CC)COc1ccc(C(CC)(CO)c2ccc(OC(CO)CO)c(C)c2)cc1C,0.926829268292683,0.9304651503933362,6.319169110879472,5.785003098161617,6.2042408062617325,6.216465125659815,0.45193413
CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4=CCCCOC4C3)CCCC21C,0.9264705882352942,0.958171826905849,8.341994161036343,8.32302838945752,8.639363148063444,8.407104147453387,0.79901206
CC(CCCC(C)(C)O)C1CCCC2C(=CC=C3CC(O)C4=CCCOC4C3)CCCC21C,0.9264705882352942,0.9436629318071853,8.307140834913465,8.217678975381554,8.585175612018245,8.326243197886923,0.80213666
C=C1C(O)CC(=CC=C2CCCC3(C)C(CCCCC(C)(C)O)CCCCC23)CC1O,0.925925925925926,0.9343751709545106,8.324487515804424,8.17862960866496,8.664385465824346,8.39953489526682,0.7861983
CC(CCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4=CCCOC4C3)CCCC21C,0.9253731343283582,0.951333366682094,8.359286774680772,8.339006211646103,8.683835820886063,8.509410201440916,0.7923091
CCCc1cc(C(O)(CC)CO)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CC,0.9245283018867924,0.9394852186397967,7.213155391412412,6.890222447164474,7.0110770334647885,6.889932151660809,0.8467085
CCCC1C(O)CC(C=CC2=CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)=C(C)C1O,0.9230769230769232,0.7979977059928229,8.201481515703199,8.00060309910816,8.509716638504793,8.273730668137963,0.78219193
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CCC,0.9215686274509804,0.9519384165834779,6.953071312865865,6.666808786327659,6.5656092215748565,6.601716032570644,0.7988479
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CO,0.9215686274509804,0.9523174380158845,7.030016030171832,6.742267291486336,6.923793122009616,6.799600846144821,0.81159735
CCNc1ccc(C(CC)(CC)c2ccc(NCCC(C)(C)O)c(C)c2)cc1C,0.9142857142857144,0.7806209904915578,5.955922345393394,5.468977765340486,5.844361507160099,5.811821660202006,0.2626067
CCC(O)(O)CCNc1ccc(C(CC)(CC)c2ccc(NCCC(C)(C)O)c(C)c2)cc1C,0.9142857142857144,0.7585931219256772,5.79207140929609,5.256598355256363,5.606997795907998,5.519212218722889,0.21702725
CCCNc1ccc(C(CC)(CC)c2ccc(NCCC(C)(C)O)c(C)c2)cc1C,0.9142857142857144,0.7688209344057538,5.893249640644949,5.398266670481332,5.782898843344927,5.713710363287802,0.23855558
CCC(CC)(c1ccc(C)c(C)c1)c1ccc(NCCC(C)(C)O)c(C)c1,0.9142857142857144,0.7670886741592268,6.2386752521906335,5.153935080826298,5.76167263006953,5.872324025630201,0.25521535
CCC(CC)(c1ccc(NCCC(C)(C)C)c(C)c1)c1ccc(NCCC(C)(C)O)c(C)c1,0.9142857142857144,0.7717879764598324,6.134688324689122,5.180042740396155,5.772140819977012,5.84338979490266,0.2500605
CCC(CC)(c1ccc(NCCC(C)(C)O)c(C)c1)c1ccc(NCCC(C)(O)O)c(C)c1,0.9142857142857144,0.8005710811876752,6.369760669164031,5.269131530218395,5.754205742024227,5.777177912294676,0.28957132
CC(CCCC(C)(O)O)C1CCC2C(=CC=C3CC(O)C4=CCCOC4C3)CCCC21C,0.9117647058823528,0.9581473858612555,8.33796447745573,8.245379899625888,8.404160200138591,8.287559109450653,0.81033754
CCC(=CC=CC(O)(C(F)(F)F)C(F)(F)S)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9107142857142856,0.9329547757341907,6.759041952187603,6.409929058520054,5.6278552025747,5.796703117710196,0.6473926
C=C1C(O)CCC(=CC=C2CCCC3(C)C(CCCCC(C)(C)O)CCC23)CC1O,0.9107142857142856,0.9309545206190953,8.264093435729,8.050034798481555,8.634935426013381,8.34608240085048,0.7812568
CCC(=CC=CC(O)(C(C)(O)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9107142857142856,0.9320713211435712,7.632029399781671,7.121140497351191,7.422065608387644,7.077446207615327,0.8646881
CCC(=CC=CC(O)(C(C)(C)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9107142857142856,0.9304248878840374,7.550951261314884,7.0325485117421085,7.200014233313673,6.955181509418019,0.86532784
CCC(=CC=CC(O)(C(F)(F)F)C(F)(F)Br)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9107142857142856,0.9364017023621235,7.504131945708542,7.0818426816521445,6.705605327868239,6.664473878244837,0.8542347
CCC(=CC=CC(O)(C(C)(F)F)C(F)(F)F)c1cccc(OCc2ccc(CO)c(CO)c2)c1,0.9107142857142856,0.9361422422648962,7.63257407266629,7.092548350668184,7.371927984531378,7.03659130613543,0.86621356
CC(CCCC(C)(C)O)C1CCC2C(=CC=C3CC(O)C4=CCCOC4C3)CCC21C,0.9104477611940298,0.9279195511978194,8.300876412587616,8.30010782003013,8.628641563953165,8.402767019195508,0.79770833
C=C1C(O)CC(=CC=C2CCCC3(C)C(CCCCC(C)(C)O)CCCC23)CC1O,0.9090909090909092,0.9292702354162437,8.339450850585719,8.214404722021618,8.670907777265178,8.415776541916472,0.7850743
C=CCC1CCC2(C)C(CCC2C(C)CCCC(C)(C)O)C1=CC=C1CC(O)C(=CCO)C(CO)C1,0.9090909090909092,0.8575704649687848,7.688680604034652,7.220111930848044,7.904818842853335,7.680854471562412,0.767477
CC(CCC(O)CCO)C1CCC2C3CCC4CC(CC(C)(C)O)CCCC4(C)C3CCC12C,0.9090909090909092,0.5385830738222891,5.636251237655987,4.906140518856193,5.444590344499068,4.904696172752044,0.110253744
CC(CCC(O)CCO)C1CCC2C3CCC4CC(CC(C)(C)O)CCC4(C)C3CCCC12C,0.9090909090909092,0.5672189259125213,5.975044457564258,5.303794783241332,5.990739595683164,5.431167380404007,0.26228124
CCCCC1C(O)CC(C=CC2=CCCC3(C)C2CCC3C(C)CCCC(C)(O)O)=C(C)C1O,0.9090909090909092,0.7677868857972989,8.20423671878007,7.9610340719156385,8.275883116754859,8.149786975494457,0.81310093
C=CCC1CCC2(C)C(CCC2C(C)CCCC(C)(C)O)C1=CC=C1CC(C)C(=CCO)C(O)C1,0.9090909090909092,0.8507266344925626,7.637935271103233,7.239500914538876,7.865296638250965,7.639781877506566,0.75779545
CC(F)(F)C(O)(C#CCCC1(C)CCC(C=CC=C2CC(O)CC(O)C2)C1(C)C)C(F)(F)F,0.9074074074074074,0.5171484831787383,8.145635770241656,7.8304084921827775,8.277744773984145,8.13353175545311,0.8253611
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CCO)c(CO)c2)ccc1CC,0.9074074074074074,0.936986429076616,7.041891114505976,6.720075350423599,6.796570875344747,6.706974894241076,0.807638
CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CCO)c2)ccc1CC,0.9074074074074074,0.9333128776815682,6.885368175889331,6.607079551693284,6.45082718707157,6.535738082424975,0.78199345
CCCc1cc(C(O)(CC)CCC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CC,0.9074074074074074,0.9365653520656584,6.977808190290068,6.780605872026236,6.718546737286343,6.698655009328123,0.81752616
C=CCC1CCC2(C)C(CCC2C(C)CCCC(C)(O)O)C1=CC=C1CC(O)C(=CCO)C(O)C1,0.90625,0.8512468912665377,7.846862963440783,7.44940257403317,8.01252368302313,7.864346487809013,0.7802301
CC(CCC(O)CCO)C1CC2C3CCC4CC(CC(C)(C)O)CCC4(C)C3CCC12C,0.9056603773584906,0.42387437414049317,6.477668959086226,5.671790468130762,6.614461793076118,6.205878593041128,0.4375508
C=C1C(O)CCC(=CC=C2CCCC3C(CCCCC(C)(C)O)CCC23)CC1O,0.9056603773584906,0.8058252906731087,8.389844822119443,8.364288229251715,8.631328150849415,8.40595645585899,0.80721706
CCC(O)(CO)COc1ccc(C(CC)(CC)c2ccc(OC(CO)CO)c(C)c2)cc1C,0.9047619047619048,0.9372909911061227,6.412717209914969,6.298979661823431,6.206962574387192,6.293539494984847,0.6450361
CCC(O)(CO)COc1ccc(C(CC)(CC)c2ccc(OCC(CO)CO)c(C)c2)cc1C,0.9047619047619048,0.945790573579749,6.413002692311275,6.363330792910503,5.991790145005218,6.039307814422259,0.6502291
C=C1C(=CC=C2CCCC3(C)C2CCC3C2(C)CC(CC(C)(O)O)CO2)CC(O)CC1O,0.9047619047619048,0.9298644010754124,8.124423850113562,7.8290935049156305,8.441394061952119,8.139106213056428,0.7893964
CCC(CO)COc1ccc(C(CC)(CC)c2ccc(OCC(O)(CC)CC)c(C)c2)cc1C,0.9047619047619048,0.9488091039134439,6.5239294219501485,6.302565913324624,6.213359107403989,6.238045445321803,0.6466897
CCC(CO)Oc1ccc(C(CC)(CC)c2ccc(OCC(O)(CC)CC)c(C)c2)cc1C,0.9047619047619048,0.9532387864192384,6.820563001984967,6.414318201458004,5.718011118149316,5.931202955657037,0.6698832
C=C1C(O)CC(=CC=C2CCCC3C(CCCCC(C)(C)O)CCCC23)CC1O,0.903846153846154,0.8105716207306173,8.401666244329178,8.381189481295714,8.623022675290393,8.419260533492901,0.81481135
CC(CCCC(C)(C)O)C1CCCC2C(C#CC3=CC(O)C(C)C(O)C3)=CCCC21C,0.9032258064516128,0.753932684827032,8.238545134661422,7.867512874812886,8.584517698292217,8.332962106221792,0.7576194
CCC(CC)(c1ccc(OCC(O)C(C)(C)CC)c(C)c1)c1ccc(C(=O)NC(CO)CCO)n1C,0.9032258064516128,0.8981364976148494,7.046513189184243,6.523435946069639,7.037702711049963,6.938200112773974,0.7697645
C=C1C(=CC=C2CCCC3(C)C2CCC3C2(C)CC(CC(C)(C)C)CO2)CC(O)CC1O,0.9032258064516128,0.9065298182610441,8.174972377603217,8.02756682483845,8.534781554963615,8.209196957107375,0.79715353
CC(CCCC(C)(C)O)C1CCC2C(C#CC3=CC(O)C(C)C(O)C3)=CCCCC21C,0.9032258064516128,0.8283752531084269,8.27886475692373,7.931500951498646,8.584124042826886,8.311553867437837,0.7755839
CCCC(CO)NC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1C,0.9032258064516128,0.9137879268561893,6.846917213052418,6.095260710859138,6.272757149602461,6.269690054796476,0.5542481
CC(CCCC(C)(O)O)C1CCC2C(C#CC3=CC(O)C(C)C(O)C3)=CCCC21C,0.9016393442622952,0.7539337279793218,8.214134555121623,7.840442743881631,8.20747862273826,8.121925023727593,0.7895684
