smiles,similarity,score-svm,pKi,pIC50,pKd,pEC50,is_active
CSc1c(Cl)nc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4)cc3)cc2)nc1N1CCOCC1,0.9090909090909092,0.9999998122878642,7.352112398168219,6.895970649120194,5.775537833372982,5.981307564372327,0.81081885
COC1CCC(n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,0.8985507246376812,0.012517455823519655,7.904375221251419,5.56130622537771,5.68922131654938,5.284649893836714,0.51133674
COCCOCCN1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,0.8888888888888888,0.9898436935639358,7.486526993386965,7.1631800785604,6.509062167115139,6.418516231380617,0.88562334
COc1ncc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)CO)CC2)c(=O)n4C)cn1,0.8888888888888888,0.9999977009301976,8.187031781337542,7.163615625368285,5.775537833372982,5.703989250435599,0.8586289
CCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.8857142857142857,0.9999924126549262,7.839983183047759,7.687513337224565,6.8521049483953504,6.996178466076772,0.9280402
CCCn1nc(-c2ccc3oc(N)nc3c2)c2c(C)nc(N)nc21,0.8846153846153846,0.970349301247068,6.630348166145794,5.67935523828655,5.359804996866535,5.401825746015392,0.38701153
CCCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,0.8833333333333333,0.9999966261691687,7.652971016395686,7.624968351198985,6.816153850544488,6.90353947277537,0.9277009
CCc1ncnc(-c2ccc(C(=O)N(C)C)c(C)c2)c1C#Cc1ccc(N)nc1,0.8793103448275862,0.9999971132803375,7.975842853068844,7.96805878845417,7.422118854921543,7.340615344073494,0.97715294
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0.8769230769230769,0.9999929943344099,8.198507069426203,7.909069411856423,6.185638837370616,6.772218694370104,0.96314865
CC(N)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,0.875,0.8082676516858067,7.03327569519283,6.564363586595123,5.753233949625256,5.928352455007197,0.7308617
CCNCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.875,0.9971347621737138,8.036931341779178,7.912868749359054,7.075516393516624,7.258088296519778,0.9457596
CCNC(=O)NCC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.875,0.9999965384296781,7.889052704438314,7.749647758514606,6.887684759825885,7.04088364683234,0.9342906
CCOC(=O)N1CCC(n2ncc3c(N4CCOCC4C)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,0.8734177215189873,0.9999890584689884,8.801136211822167,8.500198294176052,7.917459213748281,8.088178754193525,0.99099267
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCN)cc4)nc32)CC1,0.8714285714285714,0.9999863771319897,8.057242899963434,7.61006413872405,6.213192751634449,6.514942218117519,0.91951346
CCNC(=O)C(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.8714285714285714,0.9958124865058997,7.882010078319663,7.733607057283701,6.887329576154054,7.033624429692837,0.9330053
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CCC(O)C1,0.8695652173913043,0.9999912756002236,8.28652986048473,8.0702222477832,6.705028784419762,7.210337333956857,0.97721326
O=C(NCO)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,0.8666666666666667,0.9999953968678172,8.0666966273601,7.633197824594798,5.775537833372982,6.316823945177165,0.9086372
CCOCC(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5cnc(OC)nc5)nc4c32)CC1,0.8636363636363636,0.9999895172508589,8.165796102794598,6.158898272213779,5.708420487774145,5.656954895992667,0.73659396
CCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1,0.8636363636363636,0.9964121786777024,7.765540442596941,7.704943542782899,7.114799980776415,7.138814603868197,0.92138225
CCCOc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cn1,0.8627450980392157,0.017985317982867354,6.739520762512303,5.2456965553251695,5.19545492827685,5.14657828441302,0.20428833
O=C(Nc1ccc(CN2CCN(CO)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0.8615384615384616,0.997380873467585,8.46039542600784,8.22036117146835,5.775537833372982,6.718794461058163,0.9827597
CCCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.8611111111111112,0.9999855047613831,8.004889740342447,7.875310465477793,7.014528754713363,7.183980189959447,0.94248635
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3n2)cc1,0.8611111111111112,0.9999983466762592,7.819616991918438,7.657933786772502,6.488480037054938,6.776187380259211,0.9188516
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)C)CC4)c3n2)cc1,0.8611111111111112,0.9999986014819808,7.913960673341184,7.733548880062152,6.662991575493226,6.940089921239083,0.92578197
CCS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CCN(C)CC1,0.8611111111111112,0.07198341699162956,6.835238823793501,6.132036486439976,5.459491627184324,5.450280224470614,0.50434387
O=C(Nc1ccc(CN2CCCC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0.859375,0.994758899472678,8.527451263310464,8.312896831932584,5.845276646387671,7.043974174498644,0.98801833
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCO)cc4)nc32)CC1,0.8591549295774648,0.9999938737209013,8.25864394549989,7.56058415400484,6.03604780800871,6.283258155076708,0.91267985
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCC=O)cc4)nc32)CC1,0.8591549295774648,0.9999946253183662,8.128423567513535,7.301535260140665,6.347231629770477,6.414175355269019,0.8783953
COC1CCC(n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC6)nc5)cc4c32)C1,0.8571428571428571,0.015126229813386625,7.8640031349855555,5.549467530365798,5.762628685496415,5.304524707471349,0.48660216
CCCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,0.8548387096774194,0.9999944409958452,7.942566886317227,7.745896085124332,6.852534168305621,7.113279701588512,0.92856514
CC(=O)N1CCN(Cc2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0.8507462686567164,0.9999896009443031,8.252911865004773,8.074032089159784,7.063098738768678,7.4192901126640765,0.97309816
CCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,0.85,0.9999846325590568,7.680780685351848,7.641626326358994,6.866654648765223,6.932705300485814,0.93161184
CCN1CCC(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)(S(C)(=O)=O)CC1,0.8493150684931506,0.5483711848639324,6.931462172747475,6.254498325820073,5.490160947888971,5.569646022131184,0.5816867
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCN)cc4)nc32)CC1,0.8472222222222222,0.996420992723958,8.069556937557127,7.500901934928475,6.345899173494896,6.57154097718221,0.909674
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCC(C)(C)C)cc4)nc32)CC1,0.8472222222222222,0.9959113795327437,7.995597091757026,7.3250955832916596,6.6822906074456085,6.704413531482039,0.88215977
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCC#N)cc4)nc32)CC1,0.8472222222222222,0.999989747641583,8.186766923371406,7.525443375859016,6.827142257310717,6.7743733115229565,0.8990852
CNCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.8472222222222222,0.9999976385906418,7.790834017645577,7.6786391816274735,6.819684983827545,7.002547881801349,0.9317426
CCOc1c(C(C)=O)nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc1N1CCOCC1,0.8461538461538461,0.9999833713406596,7.830673598336629,7.210351644487611,5.874560172038759,6.166856827911218,0.88566446
CCOc1c(C(=O)O)nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc1N1CCOCC1,0.8461538461538461,0.9940688908903912,7.567469159693243,7.03123170220079,6.110823387713646,6.272470003248009,0.8658268
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(NS(N)(=O)=O)cc3)nc2n1,0.8448275862068966,0.9782618877036763,7.627674751212861,7.386124365100262,6.790871384946194,6.849173485572538,0.90919214
Cc1ncnc(-c2ccc(C(=O)N3CCN(CCOCCO)CC3)cc2)c1C#Cc1ccc(N)nc1,0.84375,0.9965676444799827,8.200580304713073,8.141851827370209,7.416610160801866,7.564602111893329,0.9863164
CNC(=O)Nc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)CO)CC2)c(=O)n4C)cn1,0.8428571428571429,0.9999932018346345,8.200871020892862,7.570037256659103,5.775537833372982,6.013871751997564,0.91816306
CCCCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,0.8414634146341463,0.9999956238456528,7.71973215901689,7.480816867556184,6.553958582610809,6.846789376051536,0.915065
Cc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)cc2)c1C#Cc1ccc(N)nc1,0.8412698412698413,0.9947241163582214,7.971617908885357,7.931557257871908,7.508761112153016,7.424405957811545,0.96746445
Cc1ncnc(-c2ccc(C(=O)N3CCN(CCC#N)CC3)cc2)c1C#Cc1ccc(N)nc1,0.8412698412698413,0.9967781845602356,8.057403018594693,7.971999439638421,7.385484922492273,7.388561643274037,0.9742443
CCCCCN1CCN(C(=O)c2ccc(-c3ncnc(C)c3C#Cc3ccc(N)nc3)cc2)CC1,0.8412698412698413,0.9970965173805364,7.627725913595454,7.609945169374825,6.833077499291436,6.907533141964739,0.9251271
CCN1CCN(C=C2C(=O)OC(COC)C3(C)C2=C(O)C(=O)C2=C3C(OC(C)=O)CC3(C)C(O)CCC23)CC1,0.8395061728395061,0.9855693643827477,6.218787714374582,5.596820128064083,5.274021785669113,5.183944038304293,0.23469263
CCn1cc(C=C2Oc3ccc(NC(=O)Nc4cccnc4)cc3C2=O)c2c(N3CCC(C(=O)N4CCCC4)CC3)ccnc21,0.8390804597701149,0.9604343681050564,7.529334073388976,7.366877874377346,6.295337860076754,6.559866896559085,0.89375854
CCOc1c(N2CCOCC2)nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc1N1CCOCC1,0.8387096774193549,0.9963093317271527,7.733684554767269,7.124474781970631,6.346462041769718,6.553675519501773,0.8785907
CCOCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0.8378378378378378,0.995663582401923,7.947704051496736,7.81388580206348,6.95078089478431,7.106776644043387,0.9380486
Cc1ncnc(-c2ccc(C(=O)N3CCN(CF)CC3)cc2)c1C#Cc1ccc(N)nc1,0.8360655737704918,0.9999972220928606,8.009593059400641,7.953780847866108,7.487378522738194,7.42382729712368,0.97250766
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cc2o1,0.8360655737704918,0.9720881351206432,5.789726556428244,6.503708805347211,5.704076478480031,5.5760354110007775,0.5179318
COC1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(N)=O)cc4)nc32)CC1,0.835820895522388,0.9999997003148913,8.251627558589982,7.783988721535051,5.775537833372982,6.243519590408478,0.9490586
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCN(C)C)cc4)nc32)CC1,0.8356164383561644,0.996973277063655,8.181443492518147,7.524648486247851,6.409815905681216,6.626944555416388,0.9025174
