smiles,similarity,score-svm,pKi,pIC50,pKd,pEC50,is_active,GAT_GCN_Davis,GATNet_Davis,GCNNet_Davis,GINConvNet_Davis,GAT_GCN_KIBA,GATNet_KIBA,GCNNet_KIBA,GINConvNet_KIBA,GATNet_BindingDB_pIC50,GATNet_BindingDB_pKd,GCNNet_BindingDB_pKd,GCNNet_BindingDB_pKi,GINConvNet_BindingDB_pKd,GINConvNet_BindingDB_pIC50,GINConvNet_BindingDB_pKi,GAT_GCN_BindingDB_pKd,GAT_GCN_BindingDB_pKi,GAT_GCN_BindingDB_pIC50,GCNNet_BindingDB_pIC50
O=C(Nc1cccs1)Nc1cc(C(F)(F)F)cs1,0.6222222222222222,0.07259515785255687,5.974076860275755,5.2280053106806585,5.186538002561198,4.633099705134468,0.15496743,4.9868937,5.001264,4.9334893,4.9905834,11.225075,11.923452,11.579592,11.842679,4.919781,4.416411,4.9624586,5.9782047,4.6386037,5.711982,5.8971243,5.2385793,7.021352,4.7925773,5.025858
CCOc1ccc(OC(=O)c2ccc(NC(=O)c3ccccc3)cc2C)cc1,0.6111111111111112,0.0024797273561956183,6.201269542724432,5.329871296270045,5.1778410652737845,4.4903136885639645,0.17354794,4.918949,4.968954,4.9097424,5.2368784,11.237545,11.784707,11.330642,12.247244,5.133757,3.864926,4.9045258,7.1160707,3.9200363,4.6945505,7.021017,3.4275956,6.3974466,5.1617904,4.9006095
COc1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1Cl,0.5789473684210527,0.0018624126812137776,5.436425937346083,4.759087815237695,4.887179312702392,4.215331308454563,0.058587346,5.033345,4.9953814,4.8866315,4.953167,11.373335,11.931423,11.291191,11.664104,4.5931406,4.0447536,4.981202,5.9275255,4.8248997,5.0370817,6.087887,3.7458303,6.7800574,4.9388285,5.0701604
CNC(=O)c1ccc(NC(=O)c2ccc(OC)c(OC)c2)cc1,0.5681818181818182,0.0852363311539615,5.663775343383185,4.943210686211836,5.043451876222476,4.445886262513461,0.08996877,5.0273046,5.0413594,5.2777867,5.042429,11.1429405,11.964504,11.620414,11.491931,5.0989466,4.3188076,4.900776,6.2854548,4.96355,4.9749584,6.8248205,5.1231856,6.954809,4.8042054,5.003601
COc1ccc(NCc2ccccc2)cc1,0.5675675675675675,0.0012410280017483898,5.6108580299638176,4.814833453569618,4.632283744390847,4.139905500965567,0.08914009,4.9513025,4.9847536,4.95859,5.0406795,10.594383,11.513316,10.959362,11.438234,4.5684595,3.6832254,2.9307544,6.567275,2.9502935,5.4990535,5.6275997,3.282759,5.763979,4.747202,4.878033
COc1cc(C(=O)Nc2ccc(C)c(C)c2)cc(C)c1OC,0.5652173913043478,0.018505788705569397,5.869404199166182,5.051024262578833,5.131156821948604,4.355753604423512,0.09206028,4.9829764,4.989565,4.9499283,5.2048635,10.878423,11.966715,10.908847,10.846507,5.076013,4.0005074,5.0256176,5.9531198,4.6184897,4.7271457,6.746728,3.6564767,6.6567245,5.067665,4.95691
COc1cc(C(=O)Nc2ccc(S(=O)(=O)Cl)cc2)ccc1C,0.5645161290322581,0.06009407712225995,6.218494407855477,5.933843512192119,5.178749074828493,4.535823118777183,0.30459094,4.9829865,4.983075,5.5547476,5.178217,11.158366,11.954785,11.558359,10.994393,5.9022603,4.3925123,4.9995155,6.577398,4.726821,5.1374073,7.2121315,3.76021,6.849067,4.9612145,4.86964
Cc1ccccc1O,0.5625,0.002724081473544958,5.119272127404411,4.252205570285184,3.149717101175484,4.289208699192246,0.020958202,6.38809,5.5309854,5.3692846,5.867028,11.891965,11.925095,10.647906,11.6273155,4.4224052,2.9781494,3.2763503,5.476257,2.6696336,4.633792,5.5407667,3.3067312,5.187756,4.56459,5.0040436
Oc1ccccc1F,0.5625,0.0033249927151690704,4.7849757294127695,4.080169027722023,3.338236865265632,4.203247128601372,0.016703527,5.4980536,5.071188,4.9470778,5.7481003,11.826558,11.490623,10.638571,11.2627945,4.4840555,3.3981235,3.1708791,5.55679,3.3496552,4.486511,5.666309,3.567591,5.0829754,4.624389,4.8396564
CC(C)Nc1ccc(C(=O)Nc2ccc(C(C)(C)C)cc2)cc1,0.5581395348837209,0.043788124478226796,5.738669641933219,5.405693053868242,5.049910833803932,4.164669405390258,0.16995485,5.0821085,5.3744287,5.54348,4.9393945,11.533007,11.548851,12.118141,12.612121,5.31923,4.997943,5.045895,7.4086103,5.828705,6.5485473,7.259376,5.5593476,5.8495817,5.037433,5.0712423
