smiles,similarity,score-svm,pKi,pIC50,pKd,pEC50,is_active
[H]c1ccccc1C12OC(C)=CC(=O)N1CC(=O)N(C)c1ccc(Cl)cc12,1.0,0.6821451931557809,7.517893283073319,6.9410999231406505,6.247551424721656,6.412115518420446,0.8587141
CN1CCN(C=C2N=C3CN=C(c4ccccccccc4)c4cc(Br)ccc4N3C2=O)CC1,1.0,0.8809506753273685,7.678617267826057,7.6318065282513725,7.401274597784923,7.059386052596089,0.9076257
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N3CCCCCC3)cc2C1=O,1.0,0.5157363719836551,7.508636377984573,7.306388480467959,6.949187986901404,6.72216711662777,0.8950934
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N3CCCCCCC3)cc2C1=O,1.0,0.5157363719836551,7.4299969537455794,7.237191518809277,6.886009864987457,6.683586356852981,0.8886906
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCCCCC3)N1,0.975609756097561,0.3415282976178573,6.991378533153843,6.7694256808293165,6.06188977975302,6.009326897133418,0.7847017
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCCC3)N1,0.975609756097561,0.3415282976178573,7.01871354319667,6.801981154000827,6.003927612903767,6.009326897133418,0.7854291
CCCN(CCBr)Cc1nc(-c2ncn3c2CN(C)C(=O)c2cc(F)ccc2-3)no1,0.9523809523809524,0.9801430501303723,7.021200760136931,6.775602823578227,6.558623607660429,6.474607141263301,0.84231746
CCCN(CC)Cc1nc(-c2ncn3c2CN(C)C(=O)c2cc(F)ccc2-3)no1,0.9516129032258064,0.9812067960860086,7.005161340353271,6.615033421934748,6.403308394417462,6.320342014885284,0.7994945
O=C1CN=C(c2ccccc2)c2c(sc3c2CCC3)N1,0.951219512195122,0.34993636313977083,6.931799894486183,6.762543374036649,6.039934111876297,6.009326897133418,0.77293366
CC(C)(C)OC(=O)c1ncn2c1C1CCCCN1C(=O)c1c-2ccc(F)c1Cl,0.9482758620689656,0.9902331040833002,7.431717687774309,7.137043611133442,6.88222744656161,6.6493725245263695,0.8788678
CN1CCCN(C=C2N=C3CN=C(c4ccccc4)c4cc(Br)ccc4N3C2=O)CC1,0.9464285714285714,0.875682179224559,7.813075442412789,7.698209058028397,7.662383274692159,7.334031704458567,0.91643476
CN1CCCCN(C=C2N=C3CN=C(c4ccccc4)c4cc(Br)ccc4N3C2=O)CC1,0.9464285714285714,0.8835897852433353,7.787697080368234,7.639432196512989,7.618047931240405,7.288742137794697,0.9097602
